LeetcodeId,Title,Acceptance,Difficulty,Frequency,Topic,Company
320,Generalized Abbreviation    ,0.483,Medium,4,Backtracking|Bit Manipulation,google
712,Minimum ASCII Delete Sum for Two Strings    ,0.536,Medium,4,Dynamic Programming,TripleByte
345,Reverse Vowels of a String    ,0.41,Easy,4,Two Pointers|String,google|microsoft
60,Permutation Sequence    ,0.325,Medium,4,Math|Backtracking,google|amazon|facebook|bloomberg|twitter
421,Maximum XOR of Two Numbers in an Array    ,0.505,Medium,4,Bit Manipulation|Trie,google|works-applications
389,Find the Difference    ,0.528,Easy,4,HashTable|Bit Manipulation,google|adobe
145,Binary Tree Postorder Traversal    ,0.474,Hard,4,Tree|Stack,google|amazon|facebook|yahoo|baidu
90,Subsets II    ,0.417,Medium,4,Array|Backtracking,amazon|facebook|bloomberg
884,Uncommon Words from Two Sentences    ,0.606,Easy,4,HashTable,expedia
702,Search in a Sorted Array of Unknown Size    ,0.568,Medium,4,Binary Search,google|ebay
627,Swap Salary    ,0.674,Easy,4,,google|adobe
484,Find Permutation    ,0.571,Medium,4,Greedy ,google
115,Distinct Subsequences    ,0.346,Hard,4,Dynamic Programming|String,google|microsoft|uber|apple
878,Nth Magical Number    ,0.248,Hard,4,Binary Search|Math,
61,Rotate List    ,0.267,Medium,4,Two Pointers|Linked List,amazon|microsoft|bloomberg|apple|linkedin|works-applications
472,Concatenated Words    ,0.336,Hard,4,Depth First|Dynamic Programming|Trie,amazon|apple|snapchat
333,Largest BST Subtree    ,0.325,Medium,4,Tree,google|amazon|microsoft
342,Power of Four    ,0.4,Easy,4,Bit Manipulation,uber|two-sigma
756,Pyramid Transition Matrix    ,0.507,Medium,4,Depth First|Bit Manipulation,google|airbnb
544,Output Contest Matches    ,0.729,Medium,4,String|Recursion,google
798,Smallest Rotation with Highest Score    ,0.392,Hard,4,,amazon
201,Bitwise AND of Numbers Range    ,0.356,Medium,4,Bit Manipulation,
950,Reveal Cards In Increasing Order    ,0.714,Medium,4,Array,
922,Sort Array By Parity II    ,0.668,Easy,4,Array|Sort,amazon
413,Arithmetic Slices    ,0.554,Medium,3,Math|Dynamic Programming,google|amazon|facebook|alibaba|baidu|aetion
783,Minimum Distance Between BST Nodes    ,0.5,Easy,3,Binary Search Tree,google|amazon
832,Flipping an Image    ,0.718,Easy,3,Array,google
425,Word Squares    ,0.437,Hard,3,Backtracking|Trie,google|oracle
872,Leaf-Similar Trees    ,0.625,Easy,3,Depth First|Tree,google|facebook
815,Bus Routes    ,0.392,Hard,3,breadth-first-search,google|amazon|uber|airbnb
182,Duplicate Emails    ,0.531,Easy,3,,
454,4Sum II    ,0.5,Medium,3,HashTable|Binary Search,amazon
916,Word Subsets    ,0.445,Medium,3,String,google
390,Elimination Game    ,0.434,Medium,3,,bloomberg
705,Design HashSet    ,0.515,Easy,3,HashTable|Design,
984,String Without AAA or BBB    ,0.325,Medium,3,Greedy ,grab|zalando
58,Length of Last Word    ,0.322,Easy,3,String,adobe|alibaba
630,Course Schedule III    ,0.312,Hard,3,Greedy ,google|works-applications
788,Rotated Digits    ,0.534,Easy,3,String,google
552,Student Attendance Record II    ,0.325,Hard,3,Dynamic Programming,google
461,Hamming Distance    ,0.701,Easy,3,Bit Manipulation,amazon|facebook|adobe|uber|apple|airbnb|baidu|goldman-sachs|aetion
657,Robot Return to Origin    ,0.71,Easy,3,String,google|amazon|adobe|alibaba|airbnb|goldman-sachs|indeed|works-applications|qualtrics|liveramp
719,Find K-th Smallest Pair Distance    ,0.287,Hard,3,Binary Search|Array|Heap,google
197,Rising Temperature    ,0.339,Easy,3,,
156,Binary Tree Upside Down    ,0.498,Medium,3,Tree,microsoft|linkedin
429,N-ary Tree Level Order Traversal    ,0.586,Easy,3,breadth-first-search|Tree,google
343,Integer Break    ,0.474,Medium,3,Math|Dynamic Programming,google|tencent
281,Zigzag Iterator    ,0.556,Medium,3,Design,google|facebook|apple|groupon
526,Beautiful Arrangement    ,0.541,Medium,3,Backtracking,google|uber|mathworks
404,Sum of Left Leaves    ,0.488,Easy,3,Tree,google|facebook|bloomberg|adobe|apple|mathworks
405,Convert a Number to Hexadecimal    ,0.417,Easy,3,Bit Manipulation,facebook
288,Unique Word Abbreviation    ,0.197,Medium,3,HashTable|Design,google
507,Perfect Number    ,0.339,Easy,3,Math,amazon|Fallible
827,Making A Large Island    ,0.426,Hard,3,Depth First,google|amazon|uber
486,Predict the Winner    ,0.467,Medium,3,Dynamic Programming|Minimax,google|apple|yahoo|works-applications
804,Unique Morse Code Words    ,0.744,Easy,3,String,google
859,Buddy Strings    ,0.275,Easy,3,String,google
791,Custom Sort String    ,0.611,Medium,3,String,google|amazon|facebook
846,Hand of Straights    ,0.485,Medium,3,Map,google
368,Largest Divisible Subset    ,0.346,Medium,3,Math|Dynamic Programming,google|adobe
521,Longest Uncommon Subsequence I     ,0.562,Easy,3,String,google
805,Split Array With Same Average    ,0.238,Hard,3,Math,google|microsoft|apple
418,Sentence Screen Fitting    ,0.307,Medium,3,Dynamic Programming,google|uber|yelp
536,Construct Binary Tree from String    ,0.441,Medium,3,String|Tree,amazon|facebook
360,Sort Transformed Array    ,0.465,Medium,3,Two Pointers|Math,google|facebook
614,Second Degree Follower    ,0.229,Medium,3,,
89,Gray Code    ,0.451,Medium,3,Backtracking,google|amazon|microsoft
485,Max Consecutive Ones    ,0.547,Easy,3,Array,google
376,Wiggle Subsequence    ,0.371,Medium,3,Greedy |Dynamic Programming,
82,Remove Duplicates from Sorted List II    ,0.324,Medium,3,Linked List,google|microsoft|bloomberg|salesforce
499,The Maze III    ,0.367,Hard,3,Depth First|breadth-first-search,google
967,Numbers With Same Consecutive Differences    ,0.361,Medium,3,Dynamic Programming,Flipkart
673,Number of Longest Increasing Subsequence    ,0.333,Medium,3,Dynamic Programming,facebook|alibaba
369,Plus One Linked List    ,0.558,Medium,3,Linked List,google|amazon
883,Projection Area of 3D Shapes    ,0.654,Easy,3,Math,
897,Increasing Order Search Tree    ,0.635,Easy,3,Depth First|Tree,facebook
892,Surface Area of 3D Shapes    ,0.557,Easy,3,Math|Geometry,
725,Split Linked List in Parts    ,0.487,Medium,3,Linked List,google|amazon
267,Palindrome Permutation II    ,0.333,Medium,3,Backtracking,uber
813,Largest Sum of Averages    ,0.441,Medium,3,Dynamic Programming,google|baidu
183,Customers Who Never Order    ,0.434,Easy,3,,amazon
414,Third Maximum Number    ,0.288,Easy,3,Array,google|amazon|facebook|microsoft|bloomberg|goldman-sachs
639,Decode Ways II    ,0.248,Hard,3,Dynamic Programming,facebook
318,Maximum Product of Word Lengths    ,0.48,Medium,3,Bit Manipulation,google|works-applications
355,Design Twitter    ,0.27,Medium,3,HashTable|Design|Heap,amazon|twitter
987,Vertical Order Traversal of a Binary Tree    ,0.329,Medium,3,HashTable|Tree,amazon|facebook|adobe|samsung
530,Minimum Absolute Difference in BST    ,0.5,Easy,3,Binary Search Tree,google
814,Binary Tree Pruning    ,0.702,Medium,3,Tree,adobe|twitter|hulu|capital-one
818,Race Car    ,0.342,Hard,3,Dynamic Programming|Heap,google
590,N-ary Tree Postorder Traversal    ,0.665,Easy,3,Tree,
245,Shortest Word Distance III    ,0.529,Medium,3,Array,linkedin|indeed
501,Find Mode in Binary Search Tree    ,0.39,Easy,3,Tree,google|snapchat
254,Factor Combinations    ,0.44,Medium,3,Backtracking,uber|linkedin
154,Find Minimum in Rotated Sorted Array II    ,0.391,Hard,3,Binary Search|Array,google|facebook|adobe|uber
276,Paint Fence    ,0.362,Easy,3,Dynamic Programming,google|yahoo
515,Find Largest Value in Each Tree Row    ,0.574,Medium,3,Depth First|breadth-first-search|Tree,linkedin
385,Mini Parser    ,0.316,Medium,3,String|Stack,airbnb
546,Remove Boxes    ,0.377,Hard,3,Depth First|Dynamic Programming,tencent
504,Base 7    ,0.447,Easy,3,,google
217,Contains Duplicate    ,0.511,Easy,3,HashTable|Array,google|amazon|microsoft|bloomberg|adobe|yahoo|airbnb|yelp|palantir-technologies
915,Partition Array into Disjoint Intervals    ,0.423,Medium,3,Array,TandemG
500,Keyboard Row    ,0.618,Easy,3,HashTable,mathworks
597,Friend Requests I: Overall Acceptance Rate    ,0.396,Easy,3,,facebook
367,Valid Perfect Square    ,0.395,Easy,3,Binary Search|Math,microsoft|linkedin
925,Long Pressed Name    ,0.442,Easy,3,Two Pointers|String,
823,Binary Trees With Factors    ,0.319,Medium,3,,
470,Implement Rand10() Using Rand7()    ,0.443,Medium,3,Random|Rejection Sampling,google
822,Card Flipping Game    ,0.401,Medium,3,,
841,Keys and Rooms    ,0.597,Medium,3,Depth First|Graph,google|amazon
699,Falling Squares    ,0.396,Hard,3,Binary Search Tree|Segment Tree,facebook|uber|square
491,Increasing Subsequences    ,0.416,Medium,3,Depth First,facebook|yahoo
648,Replace Words    ,0.51,Medium,3,HashTable|Trie,adobe|uber
978,Longest Turbulent Subarray    ,0.459,Medium,3,Array|Dynamic Programming|Sliding Window,amazon
397,Integer Replacement    ,0.311,Medium,3,Math|Bit Manipulation,google|baidu
879,Profitable Schemes    ,0.358,Hard,3,Dynamic Programming,google|linkedin
661,Image Smoother    ,0.483,Easy,3,Array,amazon|pure storage
608,Tree Node    ,0.578,Medium,3,,twitter
835,Image Overlap    ,0.51,Medium,3,Array,google
531,Lonely Pixel I    ,0.573,Medium,3,Depth First|Array,google
894,All Possible Full Binary Trees    ,0.699,Medium,3,Tree|Recursion,google
581,Shortest Unsorted Continuous Subarray    ,0.298,Easy,3,Array,google|bloomberg|liveramp
638,Shopping Offers    ,0.48,Medium,3,Depth First|Dynamic Programming,google
960,Delete Columns to Make Sorted III    ,0.517,Hard,3,Dynamic Programming,google
579,Find Cumulative Salary of an Employee    ,0.34,Hard,3,,amazon
423,Reconstruct Original Digits from English    ,0.454,Medium,2,Math,
382,Linked List Random Node    ,0.488,Medium,2,Reservoir Sampling,google|facebook|adobe|apple|linkedin|tencent
663,Equal Tree Partition    ,0.378,Medium,2,Tree,amazon|facebook|snapchat
919,Complete Binary Tree Inserter    ,0.547,Medium,2,Tree,google
752,Open the Lock    ,0.45,Medium,2,breadth-first-search,google|facebook
599,Minimum Index Sum of Two Lists    ,0.474,Easy,2,HashTable,yelp
313,Super Ugly Number    ,0.407,Medium,2,Math|Heap,google|amazon
670,Maximum Swap    ,0.393,Medium,2,Array|Math,facebook
881,oats to Save People    ,0.432,Medium,2,Two Pointers|Greedy ,google
396,Rotate Function    ,0.35,Medium,2,Math,amazon
408,Valid Word Abbreviation    ,0.293,Easy,2,String,google|facebook
525,Contiguous Array    ,0.424,Medium,2,HashTable,google|facebook|microsoft
653,Two Sum IV - Input is a BST    ,0.521,Easy,2,Tree,google|amazon|facebook|adobe|snapchat|samsung|servicenow
745,Prefix and Suffix Search    ,0.298,Hard,2,Trie,google|facebook|uber
961,N-Repeated Element in Size 2N Array    ,0.731,Easy,2,HashTable,akamai
786,K-th Smallest Prime Fraction    ,0.391,Hard,2,Binary Search|Heap,Pony.ai
790,Domino and Tromino Tiling    ,0.353,Medium,2,Dynamic Programming,google
330,Patching Array    ,0.332,Hard,2,Greedy ,google
522,Longest Uncommon Subsequence II    ,0.327,Medium,2,String,google
861,Score After Flipping Matrix    ,0.69,Medium,2,Greedy ,IIT Bombay
976,Largest Perimeter Triangle    ,0.57,Easy,2,Math|Sort,C3 IoT
575,Distribute Candies    ,0.593,Easy,2,HashTable,liveramp
801,Minimum Swaps To Make Sequences Increasing    ,0.341,Medium,2,Dynamic Programming,amazon|facebook
637,Average of Levels in Binary Tree    ,0.582,Easy,2,Tree,amazon|facebook
696,Count Binary Substrings    ,0.528,Easy,2,String,adobe|Helix
431,Encode N-ary Tree to Binary Tree    ,0.614,Hard,2,Tree,
754,Reach a Number    ,0.318,Easy,2,Math,InMobi
980,Unique Paths III    ,0.722,Hard,2,Depth First|Backtracking,amazon|LimeBike
972,Equal Rational Numbers    ,0.401,Hard,2,Math,microsoft
839,Similar String Groups    ,0.341,Hard,2,Depth First|Graph|Union Find,google
294,Flip Game II    ,0.478,Medium,2,Backtracking|Minimax,google|rubrik
263,Ugly Number    ,0.404,Easy,2,Math,amazon|adobe
930,Binary Subarrays With Sum    ,0.37,Medium,2,HashTable|Two Pointers,C3 IoT
685,Redundant Connection II    ,0.302,Hard,2,Depth First|Tree|Graph|Union Find,google
327,Count of Range Sum    ,0.322,Hard,2,Divide and Conquer|Binary Search Tree,google
691,Stickers to Spell Word    ,0.377,Hard,2,Dynamic Programming|Backtracking,ixl
945,Minimum Increment to Make Array Unique    ,0.422,Medium,2,Array,coursera
764,Largest Plus Sign    ,0.43,Medium,2,Dynamic Programming,facebook
668,Kth Smallest Number in Multiplication Table    ,0.412,Hard,2,Binary Search,google
682,Baseball Game    ,0.605,Easy,2,Stack,amazon
566,Reshape the Matrix    ,0.586,Easy,2,Array,mathworks
676,Implement Magic Dictionary    ,0.512,Medium,2,HashTable|Trie,google
370,Range Addition    ,0.602,Medium,2,Array,google
495,Teemo Attacking    ,0.519,Medium,2,Array,riot-games
778,Swim in Rising Water    ,0.468,Hard,2,Depth First|Binary Search|Heap|Union Find,google|amazon
830,Positions of Large Groups    ,0.476,Easy,2,Array,google|adobe
241,Different Ways to Add Parentheses    ,0.491,Medium,2,Divide and Conquer,google|adobe|yelp
520,Detect Capital    ,0.523,Easy,2,String,google
667,Beautiful Arrangement II    ,0.516,Medium,2,Array,google
775,Global and Local Inversions    ,0.381,Medium,2,Array|Math,amazon
563,Binary Tree Tilt    ,0.468,Easy,2,Tree,indeed
510,Inorder Successor in BST II    ,0.539,Medium,2,Tree,google
551,Student Attendance Record I    ,0.452,Easy,2,String,google
331,Verify Preorder Serialization of a Binary Tree    ,0.383,Medium,2,Stack,google|yahoo
356,Line Reflection    ,0.308,Medium,2,HashTable|Math,google|microsoft|apple
965,Univalued Binary Tree    ,0.675,Easy,2,Tree,box|twilio
476,Number Complement    ,0.621,Easy,2,Bit Manipulation,google|cloudera
893,Groups of Special-Equivalent Strings    ,0.618,Easy,2,String,facebook
762,Prime Number of Set Bits in Binary Representation    ,0.582,Easy,2,Bit Manipulation,amazon
600,Non-negative Integers without Consecutive Ones    ,0.326,Hard,2,Dynamic Programming,pocket-gems
677,Map Sum Pairs    ,0.512,Medium,2,Trie,akuna capital
768,Max Chunks To Make Sorted II    ,0.454,Hard,2,Array,google
808,Soup Servings    ,0.362,Medium,2,Dynamic Programming,google
481,Magical String    ,0.458,Medium,2,,google
732,My Calendar III    ,0.538,Hard,2,Binary Search Tree|Segment Tree,google
990,Satisfiability of Equality Equations    ,0.389,Medium,2,Graph|Union Find,sumologic
927,Three Equal Parts    ,0.303,Hard,2,Binary Search|Greedy |Math,Hotstar
80,Remove Duplicates from Sorted Array II    ,0.397,Medium,2,Two Pointers|Array,google|facebook|bloomberg|adobe|baidu
666,Path Sum IV    ,0.516,Medium,2,Tree,alibaba
645,Set Mismatch    ,0.405,Easy,2,HashTable|Math,amazon
886,Possible Bipartition    ,0.403,Medium,2,Depth First,facebook|microsoft
602,Friend Requests II: Who Has the Most Friends    ,0.443,Medium,2,,facebook
1002,Find Common Characters    ,0.678,Easy,2,HashTable|Array,tripadvisor
606,Construct String from Binary Tree    ,0.512,Easy,2,String|Tree,amazon|baidu
519,Random Flip Matrix    ,0.325,Medium,2,Random,google
335,Self Crossing    ,0.269,Hard,2,Math,
541,Reverse String II    ,0.451,Easy,2,String,google
306,Additive Number    ,0.282,Medium,2,Backtracking,epic-systems
326,Power of Three    ,0.415,Easy,2,Math,google|facebook|apple
517,Super Washing Machines    ,0.368,Hard,2,Math|Dynamic Programming,amazon
646,Maximum Length of Pair Chain    ,0.482,Medium,2,Dynamic Programming,amazon
401,Binary Watch    ,0.451,Easy,2,Backtracking|Bit Manipulation,google
901,Online Stock Span    ,0.475,Medium,2,Stack,microsoft
840,Magic Squares In Grid    ,0.351,Easy,2,Array,google
848,Shifting Letters    ,0.399,Medium,2,String,
391,Perfect Rectangle    ,0.28,Hard,2,,google
455,Assign Cookies    ,0.481,Easy,2,Greedy ,
760,Find Anagram Mappings    ,0.791,Easy,2,HashTable,google
374,Guess Number Higher or Lower    ,0.389,Easy,2,Binary Search,google
508,Most Frequent Subtree Sum    ,0.54,Medium,2,HashTable|Tree,amazon
720,Longest Word in Dictionary    ,0.44,Easy,2,HashTable|Trie,google|amazon|pinterest|quip
446,Arithmetic Slices II - Subsequence    ,0.299,Hard,2,Dynamic Programming,facebook|alibaba|baidu
868,Binary Gap    ,0.594,Easy,2,Math,twitter|ebay
492,Construct the Rectangle    ,0.485,Easy,2,,
596,Classes More Than 5 Students    ,0.35,Easy,2,,amazon
462,Minimum Moves to Equal Array Elements II    ,0.523,Medium,2,Math,
219,Contains Duplicate II    ,0.349,Easy,2,HashTable|Array,google|adobe|airbnb|palantir-technologies
613,Shortest Distance in a Line    ,0.724,Easy,2,,
995,Minimum Number of K Consecutive Bit Flips    ,0.507,Hard,2,Greedy |Sliding Window,akuna capital|Akuna
949,Largest Time for Given Digits    ,0.333,Easy,2,Math,liveramp
885,Spiral Matrix III    ,0.637,Medium,1,Math,Dataminr
444,Sequence Reconstruction    ,0.202,Medium,1,Graph|Topological Sort,google
854,K-Similar Strings    ,0.329,Hard,1,breadth-first-search|Graph,google
478,Generate Random Point in a Circle    ,0.361,Medium,1,Math|Random|Rejection Sampling,Leap Motion
1008,Construct Binary Search Tree from Preorder Traversal    ,0.729,Medium,1,Tree,
601,Human Traffic of Stadium    ,0.357,Hard,1,,
643,Maximum Average Subarray I    ,0.391,Easy,1,Array,google|amazon|adobe
589,N-ary Tree Preorder Traversal    ,0.665,Easy,1,Tree,
633,Sum of Square Numbers    ,0.328,Easy,1,Math,facebook|linkedin
1007,Minimum Domino Rotations For Equal Row    ,0.465,Medium,1,Greedy |Array,google
487,Max Consecutive Ones II    ,0.464,Medium,1,Two Pointers,google
821,Shortest Distance to a Character    ,0.629,Easy,1,,bloomberg
275,H-Index II    ,0.352,Medium,1,Binary Search,facebook
594,Longest Harmonious Subsequence    ,0.432,Easy,1,HashTable,liveramp
583,Delete Operation for Two Strings    ,0.444,Medium,1,String,google|amazon
565,Array Nesting    ,0.519,Medium,1,Array,google|apple
538,Convert BST to Greater Tree    ,0.502,Easy,1,Tree,amazon
164,Maximum Gap    ,0.32,Hard,1,Sort,microsoft
650,2 Keys Keyboard    ,0.462,Medium,1,Dynamic Programming,google|microsoft|tencent
456,132 Pattern    ,0.274,Medium,1,Stack,google
1004,Max Consecutive Ones III    ,0.518,Medium,1,Two Pointers|Sliding Window,facebook
996,Number of Squareful Arrays    ,0.477,Hard,1,Math|Backtracking|Graph,apple
948,Bag of Tokens    ,0.388,Medium,1,Greedy ,google
898,Bitwise ORs of Subarrays    ,0.332,Medium,1,Dynamic Programming|Bit Manipulation,
944,Delete Columns to Make Sorted    ,0.695,Easy,1,Greedy ,google
971,Flip Binary Tree To Match Preorder Traversal    ,0.422,Medium,1,Depth First|Tree,
838,Push Dominoes    ,0.43,Medium,1,Two Pointers|Dynamic Programming,google
910,Smallest Range II    ,0.229,Medium,1,Greedy |Math,adobe
436,Find Right Interval    ,0.425,Medium,1,Binary Search,
994,Rotting Oranges    ,0.462,Easy,1,breadth-first-search,google|amazon
473,Matchsticks to Square    ,0.358,Medium,1,Depth First,Rackspace
781,Rabbits in Forest    ,0.51,Medium,1,HashTable|Math,wish
693,Binary Number with Alternating Bits    ,0.576,Easy,1,Bit Manipulation,yahoo
747,Largest Number At Least Twice of Others    ,0.403,Easy,1,Array,google
434,Number of Segments in a String    ,0.367,Easy,1,String,
812,Largest Triangle Area    ,0.553,Easy,1,Math,google
959,Regions Cut By Slashes    ,0.618,Medium,1,Depth First|Graph|Union Find,uber
860,Lemonade Change    ,0.502,Easy,1,Greedy ,amazon
954,Array of Doubled Pairs    ,0.342,Medium,1,HashTable|Array,google
598,Range Addition II    ,0.485,Easy,1,Math,ixl
888,Fair Candy Swap    ,0.563,Easy,1,Array,Fidessa
962,Maximum Width Ramp    ,0.41,Medium,1,Array,google
744,Find Smallest Letter Greater Than Target    ,0.437,Easy,1,Binary Search,linkedin
584,Find Customer Referee    ,0.669,Easy,1,,
292,Nim Game    ,0.555,Easy,1,Minimax|Brainteaser,adobe
748,Shortest Completing Word    ,0.537,Easy,1,HashTable,google|linkedin
506,Relative Ranks    ,0.48,Easy,1,,google|adobe
620,Not Boring Movies    ,0.615,Easy,1,,adobe
806,Number of Lines To Write String    ,0.626,Easy,1,,google
997,Find the Town Judge    ,0.482,Easy,1,Graph,amazon|Arista
1013,Pairs of Songs With Total Durations Divisible by 60    ,0.433,Easy,1,Array,goldman-sachs
779,K-th Symbol in Grammar    ,0.378,Medium,1,Recursion,google
1006,Clumsy Factorial    ,0.55,Medium,1,Math,microsoft
1001,Grid Illumination    ,0.339,Hard,1,HashTable,dropbox
1014,Capacity To Ship Packages Within D Days    ,0.503,Medium,1,Binary Search|Array,google
999,Available Captures for Rook    ,0.685,Easy,1,Array,square
989,Add to Array-Form of Integer    ,0.45,Easy,1,Array,facebook
1003,Check If Word Is Valid After Substitutions    ,0.521,Medium,1,String|Stack,nutanix
993,Cousins in Binary Tree    ,0.529,Easy,1,breadth-first-search|Tree,bloomberg
998,Maximum Binary Tree II    ,0.625,Medium,1,Tree,facebook
1023,Binary String With Substrings Representing 1 To N    New 65.4%,,,1,String,google
1022,Smallest Integer Divisible by K    New.  23.4%,,,1,Math,google
1021,Best Sightseeing Pair    New  42.1%,,,1,Array,wayfair
1020,Partition Array Into Three Parts With Equal Sum    New. 51.9%,,,1,Array,microsoft
1015,Numbers With Repeated Digits    ,0.337,Hard,1,Math|Dynamic Programming,google
1012,Complement of Base 10 Integer    ,0.581,Easy,1,Math,cloudera
1005,Maximize Sum Of Array After K Negations    ,0.49,Easy,1,Greedy ,druva
1000,Minimum Cost to Merge Stones    ,0.261,Hard,1,Dynamic Programming,google
991,Broken Calculator    ,0.387,Medium,1,Greedy |Math,nutanix
988,Smallest String Starting From Leaf    ,0.5,Medium,1,Depth First|Tree,google
985,Sum of Even Numbers After Queries    ,0.666,Easy,1,Array,indeed
982,Triples with Bitwise AND Equal To Zero    ,0.531,Hard,1,Dynamic Programming,Flipkart
970,Powerful Integers    ,0.397,Easy,1,HashTable|Math,
955,Delete Columns to Make Sorted II    ,0.308,Medium,1,Greedy ,google
952,Largest Component Size by Common Factor    ,0.256,Hard,1,Math|Union Find,google
906,Super Palindromes    ,0.298,Hard,1,Math,google
903,Valid Permutations for DI Sequence    ,0.419,Hard,1,Dynamic Programming|Divide and Conquer,
902,Numbers At Most N Given Digit Set    ,0.279,Hard,1,Math|Dynamic Programming,amazon
899,Orderly Queue    ,0.464,Hard,1,Math|String,amazon
891,Sum of Subsequence Widths    ,0.283,Hard,1,Array|Math,Sapient
882,Reachable Nodes In Subdivided Graph    ,0.369,Hard,1,Heap,
880,Decoded String at Index    ,0.229,Medium,1,Stack,National Instruments
875,Koko Eating Bananas    ,0.452,Medium,1,Binary Search,
870,Advantage Shuffle    ,0.416,Medium,1,Greedy |Array,
869,Reordered Power of 2    ,0.503,Medium,1,Math,
858,Mirror Reflection    ,0.516,Medium,1,Math,google
851,Loud and Rich    ,0.47,Medium,1,Depth First,amazon
842,Split Array into Fibonacci Sequence    ,0.346,Medium,1,Greedy |String|Backtracking,amazon
641,Design Circular Deque    ,0.49,Medium,1,Design|Queue,
831,Masking Personal Information    ,0.417,Medium,1,String,twitter
820,Short Encoding of Words    ,0.463,Medium,1,,
816,Ambiguous Coordinates    ,0.434,Medium,1,String,google
810,Chalkboard XOR Game    ,0.436,Hard,1,Math,Garena
802,Find Eventual Safe States    ,0.429,Medium,1,Depth First|Graph,google
795,Number of Subarrays with Bounded Maximum    ,0.426,Medium,1,Array,adobe
793,Preimage Size of Factorial Zeroes Function    ,0.392,Hard,1,Binary Search,amazon|adobe
789,Escape The Ghosts    ,0.549,Medium,1,Math,google
782,Transform to Chessboard    ,0.394,Hard,1,Array|Math,google
758,Bold Words in String    ,0.419,Easy,1,String,google
757,Set Intersection Size At Least Two    ,0.366,Hard,1,Greedy ,Drawbridge
749,Contain Virus    ,0.407,Hard,0,Depth First,bloomberg
738,Monotone Increasing Digits    ,0.414,Medium,0,Greedy ,amazon
711,Number of Distinct Islands II    ,0.454,Hard,0,HashTable|Depth First,amazon
672,Bulb Switcher II    ,0.496,Medium,0,Math,google|microsoft
664,Strange Printer    ,0.357,Hard,0,Depth First|Dynamic Programming,netease
660,Remove 9    ,0.512,Hard,0,Math,houzz
656,Coin Path    ,0.266,Hard,0,Dynamic Programming,google
651,4 Keys Keyboard    ,0.501,Medium,0,Greedy |Math|Dynamic Programming,google|microsoft
649,Dota2 Senate    ,0.372,Medium,0,Greedy ,valve
644,Maximum Average Subarray II    ,0.281,Hard,0,Binary Search|Array,google
634,Find the Derangement of An Array    ,0.373,Medium,0,Math,ixl
629,K Inverse Pairs Array    ,0.29,Hard,0,Dynamic Programming,works-applications
625,Minimum Factorization    ,0.318,Medium,0,Math|Recursion,tencent
624,Maximum Distance in Arrays    ,0.37,Easy,0,HashTable|Array,yahoo
623,Add One Row to Tree    ,0.47,Medium,0,Tree,microsoft|Gilt Groupe
619,Biggest Single Number    ,0.384,Easy,0,,
618,Students Report By Geography    ,0.421,Hard,0,,
615,Average Salary: Departments VS Company    ,0.361,Hard,0,,
612,Shortest Distance in a Plane    ,0.532,Medium,0,,
610,Triangle Judgement    ,0.61,Easy,0,,
607,Sales Person    ,0.555,Easy,0,,
604,Design Compressed String Iterator    ,0.344,Easy,0,Design,google
603,Consecutive Available Seats    ,0.575,Easy,0,,
587,Erect the Fence    ,0.343,Hard,0,Geometry,google
586,Customer Placing the Largest Number of Orders    ,0.657,Easy,0,,twitter
585,Investments in 2016    ,0.467,Medium,0,,twitter
580,Count Student Number in Departments    ,0.421,Medium,0,,twitter
578,Get Highest Answer Rate Question    ,0.355,Medium,0,,facebook
577,Employee Bonus    ,0.578,Easy,0,,Netsuite
576,Out of Boundary Paths    ,0.314,Medium,0,Depth First|Dynamic Programming,baidu
574,Winning Candidate    ,0.359,Medium,0,,
573,Squirrel Simulation    ,0.532,Medium,0,Math,square
571,Find Median Given Frequency of Numbers    ,0.474,Hard,0,,pinterest
570,Managers with at Least 5 Direct Reports    ,0.617,Medium,0,,bloomberg
569,Median Employee Salary    ,0.458,Hard,0,,google|amazon
555,Split Concatenated Strings    ,0.397,Medium,0,String,alibaba
553,Optimal Division    ,0.551,Medium,0,Math|String,amazon
537,Complex Number Multiplication    ,0.652,Medium,0,Math|String,amazon
514,Freedom Trail    ,0.404,Hard,0,Depth First|Dynamic Programming|Divide and Conquer,google
502,IPO    ,0.375,Hard,0,Greedy |Heap,amazon
483,Smallest Good Base    ,0.34,Hard,0,Binary Search|Math,google
474,Ones and Zeroes    ,0.394,Medium,0,Dynamic Programming,google
469,Convex Polygon    ,0.352,Medium,0,Math,google
467,Unique Substrings in Wraparound String    ,0.335,Medium,0,Dynamic Programming,MAQ Software
466,Count The Repetitions    ,0.274,Hard,0,Dynamic Programming,
439,Ternary Expression Parser    ,0.532,Medium,0,Depth First|Stack,facebook|snapchat
422,Valid Word Square    ,0.365,Easy,0,,google
411,Minimum Unique Word Abbreviation    ,0.347,Hard,0,Backtracking|Bit Manipulation,google
293,Flip Game    ,0.586,Easy,0,String,google
